JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2433541.3333	4.3			Vis.	CC								V				DEL CEP		STD				
2433541.4007	4.1			Vis.	CC								V				DEL CEP		STD				
2433541.43	4.5			Vis.	PEH								V				DEL CEP		STD				
2433541.6	4.3			Vis.	T7								V				DEL CEP		STD				
2433542.35	3.5			Vis.	PEH								V				DEL CEP		STD				
2433542.6	3.6			Vis.	T7								V				DEL CEP		STD				
2433549.3	3.7			Vis.	PEH								V				DEL CEP		STD				
2433550.3	4.0			Vis.	PEH								V				DEL CEP		STD				
2433553.37	3.7			Vis.	PEH								V				DEL CEP		STD				
2433554.31	3.9			Vis.	PEH								V				DEL CEP		STD				
2433571.7	4.1			Vis.	T7								V				DEL CEP		STD				
2433576.6	3.9			Vis.	T7								V				DEL CEP		STD				
2433585.5	3.5			Vis.	T7								V				DEL CEP		STD				
2433592.6	3.8			Vis.	T7								V				DEL CEP		STD				
2433593.5521	4.2			Vis.	MTJ								V				DEL CEP		STD				
2433594.5	4.2			Vis.	MTJ								V				DEL CEP		STD				
2433596.4722	3.6			Vis.	MTJ								V				DEL CEP		STD				
2433598.5382	4.2			Vis.	MTJ								V				DEL CEP		STD				
2433599.5625	4.4			Vis.	MTJ								V				DEL CEP		STD				
2433600.5347	4.2			Vis.	MTJ								V				DEL CEP		STD				
2433601.4653	3.6			Vis.	MTJ								V				DEL CEP		STD				
2433603.4792	4.4			Vis.	MTJ								V				DEL CEP		STD				
2433604.5174	4.0			Vis.	MTJ								V				DEL CEP		STD				
2433607.4549	3.6			Vis.	MTJ								V				DEL CEP		STD				
2433608.5	3.9			Vis.	MTJ								V				DEL CEP		STD				
2433611.625	4.2			Vis.	MTJ								V				DEL CEP		STD				
2433612.5417	3.7			Vis.	MTJ								V				DEL CEP		STD				
2433614.6563	4.3			Vis.	MTJ								V				DEL CEP		STD				
2433615.5799	4.4			Vis.	MTJ								V				DEL CEP		STD				
2433616.5035	4.3			Vis.	MTJ								V				DEL CEP		STD				
2433622.6	3.7			Vis.	K11	Z							V				DEL CEP		STD				
2433625.6	4.3			Vis.	K11	Z							V				DEL CEP		STD				
2433635.6	4.2			Vis.	K11	Z							V				DEL CEP		STD				
2433830.7	4.2			Vis.	KLA								V				DEL CEP		STD				
2433831.7	3.9			Vis.	KLA								V				DEL CEP		STD				
2433833.7	3.8			Vis.	KLA								V				DEL CEP		STD				
2433836.6	4.5			Vis.	KLA								V				DEL CEP		STD				
2433838.6	3.9			Vis.	KLA								V				DEL CEP		STD				
2433839.6	4.0			Vis.	KLA								V				DEL CEP		STD				
2433852.6	4.2			Vis.	KLA								V				DEL CEP		STD				
2433870.6	3.7			Vis.	H7								V				DEL CEP		STD				
2433871.7	3.8			Vis.	H7								V				DEL CEP		STD				
2433877.6	3.9			Vis.	H7								V				DEL CEP		STD				
2433881.7	3.5			Vis.	SGB								V				DEL CEP		STD				
2433882.7	3.7			Vis.	SGB								V				DEL CEP		STD				
2433883.7	3.9			Vis.	SGB								V				DEL CEP		STD				
2433884.7	4.4			Vis.	SGB								V				DEL CEP		STD				
2433886.7	3.7			Vis.	SGB								V				DEL CEP		STD				
2433888.7	3.7			Vis.	SGB								V				DEL CEP		STD				
2433894.7	4.3			Vis.	SGB								V				DEL CEP		STD				
2433896.7	3.7			Vis.	SGB								V				DEL CEP		STD				
2433897.7	3.5			Vis.	SGB								V				DEL CEP		STD				
2433898.7	3.4			Vis.	SGB								V				DEL CEP		STD				
2433899.7	3.7			Vis.	SGB								V				DEL CEP		STD				
2433901.5	3.9			Vis.	SGB								V				DEL CEP		STD				
2433904.5	3.9			Vis.	SGB								V				DEL CEP		STD				
2433905.55	4.1			Vis.	SGB								V				DEL CEP		STD				
2433906.5	4.4			Vis.	SGB								V				DEL CEP		STD				
2433907.5	4.2			Vis.	SGB								V				DEL CEP		STD				
2433908.5	3.9			Vis.	SGB								V				DEL CEP		STD				
2433909.5	3.6			Vis.	SGB								V				DEL CEP		STD				
2433910.5	3.5			Vis.	SGB								V				DEL CEP		STD				
2433911.5	3.8			Vis.	SGB								V				DEL CEP		STD				
2433912.5	4.2			Vis.	SGB								V				DEL CEP		STD				
2433913.5	4.4			Vis.	SGB								V				DEL CEP		STD				
2433918.5	3.4			Vis.	SGB								V				DEL CEP		STD				
2433920.5	3.6			Vis.	SGB								V				DEL CEP		STD				
2433922.5	4.2			Vis.	SGB								V				DEL CEP		STD				
2433924.5	3.4			Vis.	SGB								V				DEL CEP		STD				
2433925.5	4.4			Vis.	SGB								V				DEL CEP		STD				
2433930.5	3.5			Vis.	SGB								V				DEL CEP		STD				
2433931.5	4.1			Vis.	SGB								V				DEL CEP		STD				
2433944.5	3.8			Vis.	SGB								V				DEL CEP		STD				
2433954.5	3.7			Vis.	SGB								V				DEL CEP		STD				
2433958.5	3.2			Vis.	SGB								V				DEL CEP		STD				
2433969.5	4.1			Vis.	SGB								V				DEL CEP		STD				
2433970.5	3.8			Vis.	H7								V				DEL CEP		STD				
2433970.5	4.4			Vis.	SGB								V				DEL CEP		STD				
2433974.7	3.8			Vis.	H7								V				DEL CEP		STD				
2433975.5	4.3			Vis.	SGB								V				DEL CEP		STD				
2433979.5	3.7			Vis.	H7								V				DEL CEP		STD				
2433981.5	4.5			Vis.	SGB								V				DEL CEP		STD				
2433999.5	3.7			Vis.	H7								V				DEL CEP		STD				
2434003.6	3.7			Vis.	H7								V				DEL CEP		STD				
2434012.5	4.0			Vis.	H7								V				DEL CEP		STD				
2434017.2729	4.1			Vis.	ELD								V				DEL CEP		STD				
2434131.4028	4.3			Vis.	CC								V				DEL CEP		STD				
2434153.3319	4.1			Vis.	CC								V				DEL CEP		STD				
2434153.3792	4.2			Vis.	CC								V				DEL CEP		STD				
2434160.359	3.7			Vis.	CC								V				DEL CEP		STD				
2434161.3528	4.0			Vis.	CC								V				DEL CEP		STD				
2434161.3958	4.0			Vis.	CC								V				DEL CEP		STD				
2434162.4021	4.1			Vis.	CC								V				DEL CEP		STD				
2434163.3569	4.2			Vis.	CC								V				DEL CEP		STD				
2434163.3896	4.1			Vis.	CC								V				DEL CEP		STD				
2434164.3167	4.0			Vis.	CC								V				DEL CEP		STD				
2434164.3576	4.0			Vis.	CC								V				DEL CEP		STD				
2434177.3826	3.9			Vis.	CC								V				DEL CEP		STD				
2434177.458	3.8			Vis.	FY								V				DEL CEP		STD				
2434178.3056	4.0			Vis.	CC								V				DEL CEP		STD				
2434178.3382	4.1			Vis.	CC								V				DEL CEP		STD				
2434178.3785	4.2			Vis.	CC								V				DEL CEP		STD				
2434179.3236	4.1			Vis.	CC								V				DEL CEP		STD				
2434179.3771	4.2			Vis.	CC								V				DEL CEP		STD				
2434180.462	3.9			Vis.	FY								V				DEL CEP		STD				
2434181.3215	3.9			Vis.	CC								V				DEL CEP		STD				
2434181.3882	3.7			Vis.	CC								V				DEL CEP		STD				
2434182.479	3.9			Vis.	FY								V				DEL CEP		STD				
2434187.3347	3.9			Vis.	CC								V				DEL CEP		STD				
2434187.3819	3.9			Vis.	CC								V				DEL CEP		STD				
2434187.6	3.7			Vis.	H7								V				DEL CEP		STD				
2434188.3139	4.0			Vis.	CC								V				DEL CEP		STD				
2434190.3215	4.2			Vis.	CC								V				DEL CEP		STD				
2434190.3806	4.3			Vis.	CC								V				DEL CEP		STD				
2434190.4257	4.3			Vis.	CC								V				DEL CEP		STD				
2434190.483	4.0			Vis.	FY								V				DEL CEP		STD				
2434190.6	4.0			Vis.	H7								V				DEL CEP		STD				
2434191.2882	4.0			Vis.	CC								V				DEL CEP		STD				
2434191.3326	4.0			Vis.	CC								V				DEL CEP		STD				
2434191.3806	3.8			Vis.	CC								V				DEL CEP		STD				
2434191.4153	3.8			Vis.	CC								V				DEL CEP		STD				
2434191.420	3.8			Vis.	FY								V				DEL CEP		STD				
2434192.3229	3.7			Vis.	CC								V				DEL CEP		STD				
2434192.323	3.7			Vis.	G13								V				DEL CEP		STD				
2434192.462	3.7			Vis.	FY								V				DEL CEP		STD				
2434193.3028	4.0			Vis.	CC								V				DEL CEP		STD				
2434193.3465	4.0			Vis.	CC								V				DEL CEP		STD				
2434193.369	3.9			Vis.	G13								V				DEL CEP		STD				
2434193.4097	4.0			Vis.	CC								V				DEL CEP		STD				
2434193.426	4.0			Vis.	G13								V				DEL CEP		STD				
2434193.441	4.1			Vis.	FY								V				DEL CEP		STD				
2434194.3382	4.1			Vis.	CC								V				DEL CEP		STD				
2434194.416	4.0			Vis.	G13								V				DEL CEP		STD				
2434194.448	4.1			Vis.	FY								V				DEL CEP		STD				
2434194.458	3.9			Vis.	G13								V				DEL CEP		STD				
2434205.2958	4.1			Vis.	CC								V				DEL CEP		STD				
2434205.366	4.1			Vis.	CC								V				DEL CEP		STD				
2434208.3118	3.7			Vis.	CC								V				DEL CEP		STD				
2434208.3451	3.7			Vis.	CC								V				DEL CEP		STD				
2434208.3819	3.8			Vis.	CC								V				DEL CEP		STD				
2434208.4236	3.8			Vis.	CC								V				DEL CEP		STD				
2434209.2965	4.0			Vis.	CC								V				DEL CEP		STD				
2434209.3458	4.0			Vis.	CC								V				DEL CEP		STD				
2434209.4035	4.0			Vis.	CC								V				DEL CEP		STD				
2434209.7	3.8			Vis.	H7								V				DEL CEP		STD				
2434212.3007	4.2			Vis.	CC								V				DEL CEP		STD				
2434212.3375	4.3			Vis.	CC								V				DEL CEP		STD				
2434212.3799	4.3			Vis.	CC								V				DEL CEP		STD				
2434212.4479	4.2			Vis.	CC								V				DEL CEP		STD				
2434215.3257	4.1			Vis.	CC								V				DEL CEP		STD				
2434215.3681	4.1			Vis.	CC								V				DEL CEP		STD				
2434216.2854	4.2			Vis.	CC								V				DEL CEP		STD				
2434217.2903	4.2			Vis.	CC								V				DEL CEP		STD				
2434217.3354	4.1			Vis.	CC								V				DEL CEP		STD				
2434217.3785	4.3			Vis.	CC								V				DEL CEP		STD				
2434217.4271	4.3			Vis.	CC								V				DEL CEP		STD				
2434218.3597	3.7			Vis.	CC								V				DEL CEP		STD				
2434218.4181	3.7			Vis.	CC								V				DEL CEP		STD				
2434220.6	3.7			Vis.	H7								V				DEL CEP		STD				
2434222.2764	4.1			Vis.	CC								V				DEL CEP		STD				
2434222.325	4.1			Vis.	CC								V				DEL CEP		STD				
2434222.3764	4.2			Vis.	CC								V				DEL CEP		STD				
2434222.4403	4.3			Vis.	CC								V				DEL CEP		STD				
2434223.2792	4.1			Vis.	CC								V				DEL CEP		STD				
2434223.3257	4.0			Vis.	CC								V				DEL CEP		STD				
2434223.3701	4.0			Vis.	CC								V				DEL CEP		STD				
2434223.4236	4.0			Vis.	CC								V				DEL CEP		STD				
2434223.4556	4.0			Vis.	CC								V				DEL CEP		STD				
2434224.2757	3.7			Vis.	CC								V				DEL CEP		STD				
2434224.3264	3.7			Vis.	CC								V				DEL CEP		STD				
2434224.3743	3.7			Vis.	CC								V				DEL CEP		STD				
2434224.4278	3.7			Vis.	CC								V				DEL CEP		STD				
2434225.3861	3.9			Vis.	CC								V				DEL CEP		STD				
2434226.3472	4.0			Vis.	CC								V				DEL CEP		STD				
2434227.3944	4.1			Vis.	CC								V				DEL CEP		STD				
2434228.3771	4.2			Vis.	CC								V				DEL CEP		STD				
2434229.3674	3.7			Vis.	CC								V				DEL CEP		STD				
2434230.4028	3.7			Vis.	CC								V				DEL CEP		STD				
2434231.3576	3.8			Vis.	CC								V				DEL CEP		STD				
2434231.4028	3.9			Vis.	CC								V				DEL CEP		STD				
2434232.3757	4.1			Vis.	CC								V				DEL CEP		STD				
2434233.3722	4.4			Vis.	CC								V				DEL CEP		STD				
2434234.4299	3.7			Vis.	CC								V				DEL CEP		STD				
2434235.3792	3.7			Vis.	CC								V				DEL CEP		STD				
2434236.2681	3.9			Vis.	CC								V				DEL CEP		STD				
2434236.3083	4.0			Vis.	CC								V				DEL CEP		STD				
2434236.3583	4.0			Vis.	CC								V				DEL CEP		STD				
2434236.3986	4.0			Vis.	CC								V				DEL CEP		STD				
2434237.2674	4.1			Vis.	CC								V				DEL CEP		STD				
2434237.3118	4.1			Vis.	CC								V				DEL CEP		STD				
2434237.3569	4.1			Vis.	CC								V				DEL CEP		STD				
2434237.4125	4.1			Vis.	CC								V				DEL CEP		STD				
2434238.3514	4.1			Vis.	CC								V				DEL CEP		STD				
2434238.4278	4.2			Vis.	CC								V				DEL CEP		STD				
2434239.2708	4.1			Vis.	CC								V				DEL CEP		STD				
2434239.484	4.1			Vis.	CC								V				DEL CEP		STD				
2434240.3938	3.7			Vis.	CC								V				DEL CEP		STD				
2434241.2625	3.8			Vis.	CC								V				DEL CEP		STD				
2434241.3063	3.9			Vis.	CC								V				DEL CEP		STD				
2434241.3653	3.9			Vis.	CC								V				DEL CEP		STD				
2434241.4097	3.9			Vis.	CC								V				DEL CEP		STD				
2434241.4653	3.9			Vis.	CC								V				DEL CEP		STD				
2434242.3639	4.0			Vis.	CC								V				DEL CEP		STD				
2434242.409	4.0			Vis.	CC								V				DEL CEP		STD				
2434243.259	4.1			Vis.	CC								V				DEL CEP		STD				
2434243.3	4.2			Vis.	CC								V				DEL CEP		STD				
2434243.3417	4.2			Vis.	CC								V				DEL CEP		STD				
2434243.4653	4.2			Vis.	CC								V				DEL CEP		STD				
2434244.2639	4.3			Vis.	CC								V				DEL CEP		STD				
2434244.3035	4.3			Vis.	CC								V				DEL CEP		STD				
2434244.3486	4.3			Vis.	CC								V				DEL CEP		STD				
2434244.3882	4.3			Vis.	CC								V				DEL CEP		STD				
2434244.4319	4.2			Vis.	CC								V				DEL CEP		STD				
2434244.4715	4.1			Vis.	CC								V				DEL CEP		STD				
2434244.5215	4.1			Vis.	CC								V				DEL CEP		STD				
2434245.4007	3.7			Vis.	CC								V				DEL CEP		STD				
2434245.4285	3.7			Vis.	CC								V				DEL CEP		STD				
2434246.2632	3.8			Vis.	CC								V				DEL CEP		STD				
2434246.3111	3.8			Vis.	CC								V				DEL CEP		STD				
2434246.3701	3.9			Vis.	CC								V				DEL CEP		STD				
2434246.4146	3.9			Vis.	CC								V				DEL CEP		STD				
2434247.2535	4.0			Vis.	CC								V				DEL CEP		STD				
2434247.3021	4.0			Vis.	CC								V				DEL CEP		STD				
2434247.4021	4.0			Vis.	CC								V				DEL CEP		STD				
2434248.2958	4.1			Vis.	CC								V				DEL CEP		STD				
2434249.3819	4.3			Vis.	CC								V				DEL CEP		STD				
2434250.4403	4.0			Vis.	CC								V				DEL CEP		STD				
2434251.2611	3.9			Vis.	CC								V				DEL CEP		STD				
2434251.4021	3.7			Vis.	CC								V				DEL CEP		STD				
2434252.3868	4.0			Vis.	CC								V				DEL CEP		STD				
2434253.3799	4.1			Vis.	CC								V				DEL CEP		STD				
2434254.4069	4.2			Vis.	CC								V				DEL CEP		STD				
2434255.2646	4.2			Vis.	CC								V				DEL CEP		STD				
2434256.4014	3.7			Vis.	CC								V				DEL CEP		STD				
2434257.425	3.8			Vis.	CC								V				DEL CEP		STD				
2434258.409	3.9			Vis.	CC								V				DEL CEP		STD				
2434259.3799	4.2			Vis.	CC								V				DEL CEP		STD				
2434260.4132	4.2			Vis.	CC								V				DEL CEP		STD				
2434266.6	3.7			Vis.	H7								V				DEL CEP		STD				
2434559.6	3.7			Vis.	H7								V				DEL CEP		STD				
2434625.6	3.9			Vis.	W2								V				DEL CEP		STD				
2434653.5	3.6			Vis.	W2								V				DEL CEP		STD				
2434654.6	3.8			Vis.	W2								V				DEL CEP		STD				
2434658.6	3.8			Vis.	W2								V				DEL CEP		STD				
2434659.5	3.8			Vis.	W2								V				DEL CEP		STD				
2434660.6	3.9			Vis.	W2								V				DEL CEP		STD				
2434664.5	3.7			Vis.	W2								V				DEL CEP		STD				
2434665.6	4.0			Vis.	W2								V				DEL CEP		STD				
2434666.6	4.1			Vis.	W2								V				DEL CEP		STD				
2434667.5	4.3			Vis.	W2								V				DEL CEP		STD				
2434675.6	3.5			Vis.	ABL								V				DEL CEP		STD				
2434677.5	4.4			Vis.	W2								V				DEL CEP		STD				
2434682.6	4.2			Vis.	W2								V				DEL CEP		STD				
2434683.5	4.3			Vis.	W2								V				DEL CEP		STD				
2434684.6	4.1			Vis.	W2								V				DEL CEP		STD				
2434685.5	3.5			Vis.	W2								V				DEL CEP		STD				
2434689.6	4.0			Vis.	W2								V				DEL CEP		STD				
2434690.6	3.7			Vis.	W2								V				DEL CEP		STD				
2434693.5	4.2			Vis.	W2								V				DEL CEP		STD				
2435332.2	3.9			Vis.	TC	P							V				DEL CEP		STD				
2435340.2	3.6			Vis.	TC	P							V				DEL CEP		STD				
2435362.1	3.5			Vis.	TC	P							V				DEL CEP		STD				
2435368.2	3.9			Vis.	TC	P							V				DEL CEP		STD				
2435491.5938	4.2			Vis.	B17								V				DEL CEP		STD				
2435700.5	3.7			Vis.	BWN								V				DEL CEP		STD				
2435703.5	4.1			Vis.	BWN								V				DEL CEP		STD				
2435707.5	4.2			Vis.	BWN								V				DEL CEP		STD				
2435721.6	3.6			Vis.	HUT								V				DEL CEP		STD				
2435723.6	3.8			Vis.	HUT								V				DEL CEP		STD				
2435724.6	3.9			Vis.	HUT								V				DEL CEP		STD				
2435727.6	4.0			Vis.	HUT								V				DEL CEP		STD				
2435738.6	3.9			Vis.	HUT								V				DEL CEP		STD				
2435739.6	4.1			Vis.	HUT								V				DEL CEP		STD				
2435742.6	4.1			Vis.	HUT								V				DEL CEP		STD				
2435743.6	4.3			Vis.	HUT								V				DEL CEP		STD				
2435744.6	4.3			Vis.	HUT								V				DEL CEP		STD				
2435745.6	4.1			Vis.	HUT								V				DEL CEP		STD				
2435747.6	4.0			Vis.	HUT								V				DEL CEP		STD				
2435754.559	4.2			Vis.	G23	Q							V				DEL CEP		STD				
2435755.6063	4.3			Vis.	G23	Q							V				DEL CEP		STD				
2435818.7	3.5			Vis.	GF								V				DEL CEP		STD				
2436030.7	4.3			Vis.	SPH								V				DEL CEP		STD				
2436031.7	3.8			Vis.	SPH								V				DEL CEP		STD				
2436034.8	3.8			Vis.	SPH								V				DEL CEP		STD				
2436038.3125	3.7			Vis.	CC								V				DEL CEP		STD				
2436038.3597	3.7			Vis.	CC								V				DEL CEP		STD				
2436039.3042	3.9			Vis.	CC								V				DEL CEP		STD				
2436039.3819	4.0			Vis.	CC								V				DEL CEP		STD				
2436039.7	3.8			Vis.	SPH								V				DEL CEP		STD				
2436041.4014	4.1			Vis.	CC								V				DEL CEP		STD				
2436042.3958	4.1			Vis.	CC								V				DEL CEP		STD				
2436043.3257	3.7			Vis.	CC								V				DEL CEP		STD				
2436043.3993	3.7			Vis.	CC								V				DEL CEP		STD				
2436043.6	3.6			Vis.	SPH								V				DEL CEP		STD				
2436044.3146	3.9			Vis.	CC								V				DEL CEP		STD				
2436044.4049	4.0			Vis.	CC								V				DEL CEP		STD				
2436045.3049	4.1			Vis.	CC								V				DEL CEP		STD				
2436045.434	4.1			Vis.	CC								V				DEL CEP		STD				
2436047.3979	4.3			Vis.	CC								V				DEL CEP		STD				
2436047.4743	4.3			Vis.	CC								V				DEL CEP		STD				
2436047.8	3.9			Vis.	SPH								V				DEL CEP		STD				
2436048.3273	3.7			Vis.	CC								V				DEL CEP		STD				
2436048.3785	3.7			Vis.	CC								V				DEL CEP		STD				
2436048.425	3.7			Vis.	CC								V				DEL CEP		STD				
2436049.35	3.8			Vis.	CC								V				DEL CEP		STD				
2436049.4069	3.8			Vis.	CC								V				DEL CEP		STD				
2436049.4576	3.9			Vis.	CC								V				DEL CEP		STD				
2436049.6	3.9			Vis.	SPH								V				DEL CEP		STD				
2436050.3771	4.0			Vis.	CC								V				DEL CEP		STD				
2436051.2944	4.2			Vis.	CC								V				DEL CEP		STD				
2436051.3389	4.2			Vis.	CC								V				DEL CEP		STD				
2436051.3819	4.3			Vis.	CC								V				DEL CEP		STD				
2436051.4229	4.2			Vis.	CC								V				DEL CEP		STD				
2436051.6	4.6			Vis.	SPH								V				DEL CEP		STD				
2436052.3597	4.3			Vis.	CC								V				DEL CEP		STD				
2436052.4194	4.3			Vis.	CC								V				DEL CEP		STD				
2436053.3715	4.0			Vis.	CC								V				DEL CEP		STD				
2436054.3625	3.7			Vis.	CC								V				DEL CEP		STD				
2436054.4111	3.7			Vis.	CC								V				DEL CEP		STD				
2436055.4063	4.0			Vis.	CC								V				DEL CEP		STD				
2436055.6	3.4			Vis.	SPH								V				DEL CEP		STD				
2436056.3632	4.1			Vis.	CC								V				DEL CEP		STD				
2436057.2972	4.2			Vis.	CC								V				DEL CEP		STD				
2436058.3653	4.2			Vis.	CC								V				DEL CEP		STD				
2436058.6	3.8			Vis.	SPH								V				DEL CEP		STD				
2436059.4111	3.7			Vis.	CC								V				DEL CEP		STD				
2436060.3924	3.7			Vis.	CC								V				DEL CEP		STD				
2436061.3632	4.0			Vis.	CC								V				DEL CEP		STD				
2436062.6	3.4			Vis.	SPH								V				DEL CEP		STD				
2436063.391	4.3			Vis.	CC								V				DEL CEP		STD				
2436064.4132	3.7			Vis.	CC								V				DEL CEP		STD				
2436065.3722	3.8			Vis.	CC								V				DEL CEP		STD				
2436066.3958	3.9			Vis.	CC								V				DEL CEP		STD				
2436067.384	4.0			Vis.	CC								V				DEL CEP		STD				
2436068.3979	4.3			Vis.	CC								V				DEL CEP		STD				
2436068.6	3.5			Vis.	SPH								V				DEL CEP		STD				
2436069.3063	4.1			Vis.	CC								V				DEL CEP		STD				
2436069.3757	4.1			Vis.	CC								V				DEL CEP		STD				
2436069.4389	4.0			Vis.	CC								V				DEL CEP		STD				
2436070.2576	3.7			Vis.	CC								V				DEL CEP		STD				
2436070.3049	3.7			Vis.	CC								V				DEL CEP		STD				
2436070.3618	3.7			Vis.	CC								V				DEL CEP		STD				
2436071.316	3.9			Vis.	CC								V				DEL CEP		STD				
2436071.4083	4.0			Vis.	CC								V				DEL CEP		STD				
2436072.3875	3.7			Vis.	CC								V				DEL CEP		STD				
2436073.391	4.3			Vis.	CC								V				DEL CEP		STD				
2436073.6	3.8			Vis.	SPH								V				DEL CEP		STD				
2436074.2854	4.1			Vis.	CC								V				DEL CEP		STD				
2436074.3472	4.1			Vis.	CC								V				DEL CEP		STD				
2436075.4382	3.7			Vis.	CC								V				DEL CEP		STD				
2436076.4097	3.8			Vis.	CC								V				DEL CEP		STD				
2436077.3056	4.0			Vis.	CC								V				DEL CEP		STD				
2436077.3931	4.0			Vis.	CC								V				DEL CEP		STD				
2436078.2965	4.1			Vis.	CC								V				DEL CEP		STD				
2436078.3965	4.0			Vis.	CC								V				DEL CEP		STD				
2436079.2861	4.3			Vis.	CC								V				DEL CEP		STD				
2436079.3285	4.2			Vis.	CC								V				DEL CEP		STD				
2436080.3597	3.9			Vis.	CC								V				DEL CEP		STD				
2436080.4021	3.9			Vis.	CC								V				DEL CEP		STD				
2436081.3194	3.7			Vis.	CC								V				DEL CEP		STD				
2436082.309	4.0			Vis.	CC								V				DEL CEP		STD				
2436082.6	3.8			Vis.	SPH								V				DEL CEP		STD				
2436433.2	3.9			Vis.	TC								V				DEL CEP		STD				
2436435.3	3.5			Vis.	TC								V				DEL CEP		STD				
2436460.2	4.0			Vis.	TC								V				DEL CEP		STD				
2436818.7	3.9			Vis.	CTC								V				DEL CEP		STD				
2436819.7	3.8			Vis.	CTC								V				DEL CEP		STD				
2436820.7	3.8			Vis.	CTC								V				DEL CEP		STD				
2436821.7	3.8			Vis.	CTC								V				DEL CEP		STD				
2436825.638	4.36			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3666	1964BOTT....3..153M	WEL	
2436825.638	5.18			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3666	1964BOTT....3..153M	WEL	
2436825.820	4.23			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3667	1964BOTT....3..153M	WEL	
2436825.820	5.01			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3667	1964BOTT....3..153M	WEL	
2436827.616	3.79			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3668	1964BOTT....3..153M	WEL	
2436827.616	4.39			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3668	1964BOTT....3..153M	WEL	
2436827.835	3.85			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3669	1964BOTT....3..153M	WEL	
2436827.835	4.47			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3669	1964BOTT....3..153M	WEL	
2436828.795	4.07			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3670	1964BOTT....3..153M	WEL	
2436828.795	4.86			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3670	1964BOTT....3..153M	WEL	
2436829.770	4.28			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3671	1964BOTT....3..153M	WEL	
2436829.770	5.14			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3671	1964BOTT....3..153M	WEL	
2436832.754	3.71			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3672	1964BOTT....3..153M	WEL	
2436832.754	4.25			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3672	1964BOTT....3..153M	WEL	
2436837.5799	3.4			Vis.	MA								V				DEL CEP		STD				
2436837.5799	3.2			Vis.	MRN								V				DEL CEP		STD				
2436837.602	3.56			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3673	1964BOTT....3..153M	WEL	
2436837.602	4.00			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3673	1964BOTT....3..153M	WEL	
2436838.2	3.8			Vis.	TC								V				DEL CEP		STD				
2436838.5590	3.7			Vis.	MA								V				DEL CEP		STD				
2436838.5778	3.6			Vis.	MRN								V				DEL CEP		STD				
2436839.5722	3.9			Vis.	MA								V				DEL CEP		STD				
2436839.6021	3.6			Vis.	MRN								V				DEL CEP		STD				
2436840.2	3.9			Vis.	TC								V				DEL CEP		STD				
2436843.668	3.78			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3674	1964BOTT....3..153M	WEL	
2436843.668	4.34			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3674	1964BOTT....3..153M	WEL	
2436846.657	4.35			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3675	1964BOTT....3..153M	WEL	
2436846.657	5.24			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3675	1964BOTT....3..153M	WEL	
2436847.656	3.90			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3676	1964BOTT....3..153M	WEL	
2436847.656	4.50			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3676	1964BOTT....3..153M	WEL	
2436848.638	3.64			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3677	1964BOTT....3..153M	WEL	
2436848.638	4.14			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3677	1964BOTT....3..153M	WEL	
2436852.2	4.0			Vis.	TC								V				DEL CEP		STD				
2436864.0	3.7			Vis.	TC								V				DEL CEP		STD				
2437134.873	4.04			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3678	1964BOTT....3..153M	WEL	
2437134.873	4.87			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3678	1964BOTT....3..153M	WEL	
2437134.873	5.40			U	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3678	1964BOTT....3..153M	WEL	
2437143.933	3.64			V	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3679	1964BOTT....3..153M	WEL	
2437143.933	4.21			B	MUP		NA				1		Z				DEL CEP	AAVSO	STD	3679	1964BOTT....3..153M	WEL	
